date,repo,issues_opened_external,issues_closed_via_pr_external,issues_closed_other_external,prs_opened_core,pr_reviews_external
2026-06-12,agents,0,0,0,0,0
2026-06-12,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-12,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-13,fullsend,1,0,1,0,0
2026-06-13,.fullsend,0,0,0,0,0
2026-06-13,experiments,0,0,0,0,0
2026-06-13,metrics,0,0,0,0,0
2026-06-13,features,0,0,0,0,0
2026-06-13,agents,0,0,0,0,0
2026-06-13,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-13,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-14,fullsend,0,0,0,1,0
2026-06-14,.fullsend,0,0,0,0,0
2026-06-14,experiments,0,0,0,0,0
2026-06-14,metrics,0,0,0,0,0
2026-06-14,features,0,0,0,0,0
2026-06-14,agents,0,0,0,0,0
2026-06-14,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-14,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-15,fullsend,1,1,1,5,0
2026-06-15,.fullsend,0,0,0,0,0
2026-06-15,experiments,0,0,0,0,0
2026-06-15,metrics,0,0,0,0,0
2026-06-15,features,0,0,0,0,0
2026-06-15,agents,0,0,0,0,0
2026-06-15,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-15,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-16,fullsend,1,0,0,15,0
2026-06-16,.fullsend,0,0,0,0,0
2026-06-16,experiments,0,0,0,0,0
2026-06-16,metrics,0,0,0,0,0
2026-06-16,features,0,0,0,0,0
2026-06-16,agents,0,0,0,0,0
2026-06-16,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-16,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-17,fullsend,1,0,0,9,0
2026-06-17,.fullsend,0,0,0,0,0
2026-06-17,experiments,0,0,0,1,0
2026-06-17,metrics,0,0,0,0,0
2026-06-17,features,0,0,0,0,0
2026-06-17,agents,0,0,0,0,0
2026-06-17,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-17,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-18,fullsend,0,0,1,12,0
2026-06-18,.fullsend,0,0,0,0,0
2026-06-18,experiments,0,0,0,0,0
2026-06-18,metrics,0,0,0,0,0
2026-06-18,features,0,0,0,0,0
2026-06-18,agents,0,0,0,0,0
2026-06-18,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-18,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-19,fullsend,1,0,0,1,0
2026-06-19,.fullsend,0,0,0,0,0
2026-06-19,experiments,0,0,0,0,0
2026-06-19,metrics,0,0,0,0,0
2026-06-19,features,0,0,0,0,0
2026-06-19,agents,0,0,0,0,0
2026-06-19,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-19,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-20,fullsend,0,0,0,0,0
2026-06-20,.fullsend,0,0,0,0,0
2026-06-20,experiments,0,0,0,0,0
2026-06-20,metrics,0,0,0,0,0
2026-06-20,features,0,0,0,0,0
2026-06-20,agents,0,0,0,0,0
2026-06-20,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-20,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-21,fullsend,1,0,0,3,0
2026-06-21,.fullsend,0,0,0,0,0
2026-06-21,experiments,0,0,0,0,0
2026-06-21,metrics,0,0,0,0,0
2026-06-21,features,0,0,0,0,0
2026-06-21,agents,0,0,0,0,0
2026-06-21,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-21,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-22,fullsend,1,2,1,18,0
2026-06-22,.fullsend,0,0,0,0,0
2026-06-22,experiments,0,0,0,0,0
2026-06-22,metrics,0,0,0,0,0
2026-06-22,features,0,0,0,0,0
2026-06-22,agents,0,0,0,0,0
2026-06-22,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-22,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-23,fullsend,0,2,0,8,0
2026-06-23,.fullsend,0,0,0,3,0
2026-06-23,experiments,0,0,0,0,0
2026-06-23,metrics,0,0,0,1,0
2026-06-23,features,0,0,0,0,0
2026-06-23,agents,0,0,0,0,0
2026-06-23,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-23,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-24,fullsend,5,1,0,9,4
2026-06-24,.fullsend,0,0,0,1,0
2026-06-24,experiments,0,0,0,0,0
2026-06-24,metrics,0,0,0,0,0
2026-06-24,features,0,0,0,0,0
2026-06-24,agents,0,0,0,0,0
2026-06-24,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-24,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-25,fullsend,0,3,0,9,0
2026-06-25,.fullsend,0,0,0,1,0
2026-06-25,experiments,0,0,0,0,0
2026-06-25,metrics,0,0,0,0,0
2026-06-25,features,0,0,0,0,0
2026-06-25,agents,0,0,0,0,0
2026-06-25,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-25,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-26,fullsend,1,0,0,8,0
2026-06-26,.fullsend,0,0,0,0,0
2026-06-26,experiments,0,0,0,0,0
2026-06-26,metrics,0,0,0,0,0
2026-06-26,features,0,0,0,0,0
2026-06-26,agents,0,0,0,0,0
2026-06-26,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-26,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-27,fullsend,0,0,0,0,0
2026-06-27,.fullsend,0,0,0,0,0
2026-06-27,experiments,0,0,0,0,0
2026-06-27,metrics,0,0,0,0,0
2026-06-27,features,0,0,0,0,0
2026-06-27,agents,0,0,0,0,0
2026-06-27,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-27,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-28,fullsend,0,0,0,2,1
2026-06-28,.fullsend,0,0,0,0,0
2026-06-28,experiments,0,0,0,0,0
2026-06-28,metrics,0,0,0,0,0
2026-06-28,features,0,0,0,0,0
2026-06-28,agents,0,0,0,0,0
2026-06-28,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-28,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-29,fullsend,0,2,0,15,0
2026-06-29,.fullsend,0,0,0,3,0
2026-06-29,experiments,0,0,0,0,0
2026-06-29,metrics,0,0,0,0,0
2026-06-29,features,0,0,0,0,0
2026-06-29,agents,0,0,0,0,0
2026-06-29,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-29,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-06-30,fullsend,5,0,0,18,0
2026-06-30,.fullsend,0,0,0,0,0
2026-06-30,experiments,0,0,0,0,0
2026-06-30,metrics,0,0,0,0,0
2026-06-30,features,0,0,0,0,0
2026-06-30,agents,0,0,0,1,0
2026-06-30,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-06-30,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-01,fullsend,2,0,0,6,1
2026-07-01,.fullsend,0,0,0,2,0
2026-07-01,experiments,0,0,0,1,0
2026-07-01,metrics,0,0,0,0,0
2026-07-01,features,0,0,0,0,0
2026-07-01,agents,0,0,0,6,0
2026-07-01,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-01,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-02,fullsend,2,0,1,9,3
2026-07-02,.fullsend,0,0,0,2,0
2026-07-02,experiments,0,0,0,1,0
2026-07-02,metrics,0,0,0,0,0
2026-07-02,features,0,0,0,0,0
2026-07-02,agents,0,0,0,2,0
2026-07-02,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-02,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-03,fullsend,0,2,0,5,0
2026-07-03,.fullsend,0,0,0,0,0
2026-07-03,experiments,0,0,0,0,0
2026-07-03,metrics,0,0,0,0,0
2026-07-03,features,0,0,0,0,0
2026-07-03,agents,0,0,0,0,0
2026-07-03,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-03,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-04,fullsend,0,0,0,2,0
2026-07-04,.fullsend,0,0,0,0,0
2026-07-04,experiments,0,0,0,0,0
2026-07-04,metrics,0,0,0,0,0
2026-07-04,features,0,0,0,0,0
2026-07-04,agents,0,0,0,0,0
2026-07-04,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-04,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-05,fullsend,0,0,0,3,0
2026-07-05,.fullsend,0,0,0,0,0
2026-07-05,experiments,0,0,0,0,0
2026-07-05,metrics,0,0,0,0,0
2026-07-05,features,0,0,0,0,0
2026-07-05,agents,0,0,0,0,0
2026-07-05,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-05,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-06,fullsend,0,0,0,13,0
2026-07-06,.fullsend,0,0,0,1,0
2026-07-06,experiments,0,0,0,0,0
2026-07-06,metrics,0,0,0,0,0
2026-07-06,features,0,0,0,0,0
2026-07-06,agents,0,0,0,6,0
2026-07-06,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-06,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-07,fullsend,2,0,0,9,4
2026-07-07,.fullsend,0,0,0,0,0
2026-07-07,experiments,0,0,0,0,0
2026-07-07,metrics,0,0,0,0,0
2026-07-07,features,0,0,0,0,0
2026-07-07,agents,0,0,0,4,0
2026-07-07,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-07,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-08,fullsend,4,0,0,6,18
2026-07-08,.fullsend,0,0,0,0,0
2026-07-08,experiments,0,0,0,0,0
2026-07-08,metrics,0,0,0,0,0
2026-07-08,features,0,0,0,1,0
2026-07-08,agents,0,0,0,9,0
2026-07-08,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-08,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-09,fullsend,1,0,0,2,5
2026-07-09,.fullsend,0,0,0,1,0
2026-07-09,experiments,0,0,0,0,0
2026-07-09,metrics,0,0,0,0,0
2026-07-09,features,0,0,0,0,0
2026-07-09,agents,0,0,0,7,0
2026-07-09,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-09,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-10,fullsend,0,1,0,4,0
2026-07-10,.fullsend,0,0,0,6,0
2026-07-10,experiments,0,0,0,0,0
2026-07-10,metrics,0,0,0,0,0
2026-07-10,features,0,0,0,0,0
2026-07-10,agents,0,0,0,2,0
2026-07-10,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-10,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-11,fullsend,0,0,0,5,0
2026-07-11,.fullsend,0,0,0,0,0
2026-07-11,experiments,0,0,0,0,0
2026-07-11,metrics,0,0,0,0,0
2026-07-11,features,0,0,0,0,0
2026-07-11,agents,0,0,0,0,0
2026-07-11,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-11,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-12,fullsend,0,0,0,1,0
2026-07-12,.fullsend,0,0,0,0,0
2026-07-12,experiments,0,0,0,0,0
2026-07-12,metrics,0,0,0,0,0
2026-07-12,features,0,0,0,0,0
2026-07-12,agents,0,0,0,0,0
2026-07-12,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-12,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-13,fullsend,1,0,1,1,0
2026-07-13,.fullsend,0,0,0,1,0
2026-07-13,experiments,0,0,0,1,0
2026-07-13,metrics,0,0,0,0,0
2026-07-13,features,0,0,0,0,0
2026-07-13,agents,0,0,0,4,0
2026-07-13,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-13,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-14,fullsend,2,1,0,5,2
2026-07-14,.fullsend,0,0,0,0,0
2026-07-14,experiments,0,0,0,0,0
2026-07-14,metrics,0,0,0,0,0
2026-07-14,features,0,0,0,0,0
2026-07-14,agents,1,0,0,0,0
2026-07-14,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-14,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-15,fullsend,1,0,0,4,0
2026-07-15,.fullsend,1,0,0,0,0
2026-07-15,experiments,0,0,0,0,0
2026-07-15,metrics,0,0,0,0,0
2026-07-15,features,0,0,0,0,0
2026-07-15,agents,0,0,0,7,0
2026-07-15,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-15,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-16,fullsend,0,1,0,5,0
2026-07-16,.fullsend,0,0,0,2,0
2026-07-16,experiments,0,0,0,1,0
2026-07-16,metrics,0,0,0,0,0
2026-07-16,features,0,0,0,0,0
2026-07-16,agents,1,0,0,2,0
2026-07-16,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-16,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-17,fullsend,0,0,1,4,0
2026-07-17,.fullsend,0,0,0,0,0
2026-07-17,experiments,0,0,0,1,0
2026-07-17,metrics,0,0,0,0,0
2026-07-17,features,0,0,0,0,0
2026-07-17,agents,0,0,0,0,0
2026-07-17,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-17,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-18,fullsend,0,0,0,0,0
2026-07-18,.fullsend,0,0,0,0,0
2026-07-18,experiments,0,0,0,0,0
2026-07-18,metrics,0,0,0,0,0
2026-07-18,features,0,0,0,0,0
2026-07-18,agents,0,0,0,0,0
2026-07-18,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-18,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-19,fullsend,0,0,0,1,0
2026-07-19,.fullsend,0,0,0,0,0
2026-07-19,experiments,0,0,0,0,0
2026-07-19,metrics,0,0,0,0,0
2026-07-19,features,0,0,0,0,0
2026-07-19,agents,0,0,0,1,0
2026-07-19,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-19,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-20,fullsend,3,0,0,2,0
2026-07-20,.fullsend,0,0,0,1,0
2026-07-20,experiments,0,0,0,0,0
2026-07-20,metrics,0,0,0,0,0
2026-07-20,features,0,0,0,0,0
2026-07-20,agents,1,0,0,0,0
2026-07-20,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-20,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-21,fullsend,0,0,2,3,0
2026-07-21,.fullsend,0,0,0,0,0
2026-07-21,experiments,0,0,0,0,0
2026-07-21,metrics,0,0,0,0,0
2026-07-21,features,0,0,0,0,0
2026-07-21,agents,2,0,0,0,0
2026-07-21,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-21,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-22,fullsend,2,0,1,8,0
2026-07-22,.fullsend,0,0,0,0,0
2026-07-22,experiments,0,0,0,0,0
2026-07-22,metrics,0,0,0,0,0
2026-07-22,features,0,0,0,0,0
2026-07-22,agents,0,0,0,1,0
2026-07-22,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-22,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-23,fullsend,5,0,0,8,0
2026-07-23,.fullsend,0,0,0,1,0
2026-07-23,experiments,0,0,0,0,0
2026-07-23,metrics,0,0,0,0,0
2026-07-23,features,0,0,0,0,0
2026-07-23,agents,5,0,0,1,3
2026-07-23,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-23,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-24,fullsend,1,0,0,3,0
2026-07-24,.fullsend,0,0,0,1,0
2026-07-24,experiments,0,0,0,0,0
2026-07-24,metrics,0,0,0,0,0
2026-07-24,features,0,0,0,0,0
2026-07-24,agents,1,2,0,3,0
2026-07-24,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-24,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-25,fullsend,0,0,0,1,0
2026-07-25,.fullsend,0,0,0,0,0
2026-07-25,experiments,0,0,0,0,0
2026-07-25,metrics,0,0,0,0,0
2026-07-25,features,0,0,0,0,0
2026-07-25,agents,0,0,0,0,0
2026-07-25,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-25,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-26,fullsend,0,0,0,1,0
2026-07-26,.fullsend,0,0,0,0,0
2026-07-26,experiments,0,0,0,0,0
2026-07-26,metrics,0,0,0,0,0
2026-07-26,features,0,0,0,0,0
2026-07-26,agents,0,0,0,0,0
2026-07-26,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-26,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-27,fullsend,0,1,0,4,2
2026-07-27,.fullsend,0,0,0,0,0
2026-07-27,experiments,0,0,0,0,0
2026-07-27,metrics,0,0,0,0,0
2026-07-27,features,0,0,0,0,0
2026-07-27,agents,0,0,0,4,0
2026-07-27,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-27,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-28,fullsend,4,0,0,3,1
2026-07-28,.fullsend,0,0,0,0,0
2026-07-28,experiments,0,0,0,0,0
2026-07-28,metrics,0,0,0,0,0
2026-07-28,features,0,0,0,0,0
2026-07-28,agents,1,0,0,1,4
2026-07-28,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-28,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-29,fullsend,1,1,0,7,0
2026-07-29,.fullsend,0,0,0,0,0
2026-07-29,experiments,0,0,0,0,0
2026-07-29,metrics,0,0,0,0,0
2026-07-29,features,0,0,0,0,0
2026-07-29,agents,2,1,0,2,3
2026-07-29,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-29,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-30,fullsend,0,1,0,3,0
2026-07-30,.fullsend,0,0,0,0,0
2026-07-30,experiments,0,0,0,0,0
2026-07-30,metrics,0,0,0,0,0
2026-07-30,features,0,0,0,0,0
2026-07-30,agents,3,0,0,6,0
2026-07-30,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-30,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-07-31,fullsend,2,1,10,3,0
2026-07-31,.fullsend,0,0,0,1,0
2026-07-31,experiments,0,0,0,0,0
2026-07-31,metrics,0,0,0,0,0
2026-07-31,features,0,0,0,0,0
2026-07-31,agents,0,1,0,0,0
2026-07-31,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-07-31,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-08-01,fullsend,0,0,0,0,0
2026-08-01,.fullsend,0,0,0,0,0
2026-08-01,experiments,0,0,0,0,0
2026-08-01,metrics,0,0,0,0,0
2026-08-01,features,0,0,0,0,0
2026-08-01,agents,0,0,0,0,0
2026-08-01,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-08-01,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-08-02,fullsend,3,0,0,2,1
2026-08-02,.fullsend,0,0,0,0,0
2026-08-02,experiments,0,0,0,0,0
2026-08-02,metrics,0,0,0,0,0
2026-08-02,features,0,0,0,0,0
2026-08-02,agents,0,0,0,0,0
2026-08-02,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-08-02,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-08-03,fullsend,0,0,0,3,0
2026-08-03,.fullsend,0,0,0,1,0
2026-08-03,experiments,0,0,0,0,0
2026-08-03,metrics,0,0,0,0,0
2026-08-03,features,0,0,0,0,0
2026-08-03,agents,0,0,0,3,0
2026-08-03,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-08-03,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-08-04,fullsend,3,2,0,3,8
2026-08-04,.fullsend,0,0,0,0,0
2026-08-04,experiments,0,0,0,0,0
2026-08-04,metrics,0,0,0,0,0
2026-08-04,features,0,0,0,0,0
2026-08-04,agents,2,0,0,1,6
2026-08-04,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-08-04,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-08-05,fullsend,3,1,0,7,1
2026-08-05,.fullsend,0,0,0,0,0
2026-08-05,experiments,0,0,0,1,0
2026-08-05,metrics,0,0,0,0,0
2026-08-05,features,0,0,0,0,0
2026-08-05,agents,1,1,0,2,2
2026-08-05,fullsend-ghsa-v8pv-w826-q8jg,0,0,0,0,0
2026-08-05,agents-ghsa-pf26-wpm8-8h86,0,0,0,0,0
2026-08-06,fullsend,0,0,4,9,0
2026-08-06,.fullsend,0,0,0,0,0
2026-08-06,experiments,0,0,0,0,0
2026-08-06,metrics,0,0,0,0,0
2026-08-06,agents,0,1,0,2,0
2026-08-07,fullsend,0,0,0,2,0
2026-08-07,.fullsend,0,0,0,0,0
2026-08-07,experiments,0,0,0,0,0
2026-08-07,metrics,0,0,0,0,0
2026-08-07,agents,0,0,0,0,0
2026-08-08,fullsend,0,0,0,0,0
2026-08-08,.fullsend,0,0,0,1,0
2026-08-08,experiments,0,0,0,0,0
2026-08-08,metrics,0,0,0,0,0
2026-08-08,agents,0,0,0,0,0
2026-08-09,fullsend,0,0,0,0,0
2026-08-09,.fullsend,0,0,0,0,0
2026-08-09,experiments,0,0,0,0,0
2026-08-09,metrics,0,0,0,0,0
2026-08-09,agents,0,0,0,0,0
2026-08-10,fullsend,0,0,0,3,0
2026-08-10,.fullsend,0,0,0,1,0
2026-08-10,experiments,0,0,0,0,0
2026-08-10,metrics,0,0,0,0,0
2026-08-10,agents,0,0,0,2,0
2026-08-11,fullsend,1,0,0,4,0
2026-08-11,.fullsend,0,0,0,0,0
2026-08-11,experiments,0,0,0,1,0
2026-08-11,metrics,0,0,0,0,0
2026-08-11,agents,0,0,0,8,0
2026-08-11,autonomy-readiness,0,0,0,0,0
2026-08-12,fullsend,0,0,0,0,0
2026-08-12,.fullsend,0,0,0,0,0
2026-08-12,experiments,0,0,0,0,0
2026-08-12,metrics,0,0,0,0,0
2026-08-12,agents,0,0,0,1,0
2026-08-12,autonomy-readiness,0,0,0,0,0
2026-08-13,fullsend,1,0,0,1,0
2026-08-13,.fullsend,0,1,0,0,0
2026-08-13,experiments,0,0,0,0,0
2026-08-13,metrics,0,0,0,1,0
2026-08-13,agents,1,0,0,1,0
2026-08-13,autonomy-readiness,0,0,0,0,0
2026-08-13,autonomy-analysis,0,0,0,0,0
2026-08-14,fullsend,0,0,0,2,0
2026-08-14,.fullsend,0,0,0,1,0
2026-08-14,experiments,0,0,0,1,0
2026-08-14,metrics,0,0,0,0,0
2026-08-14,agents,0,1,0,1,0
2026-08-14,autonomy-readiness,0,0,0,0,0
2026-08-14,autonomy-analysis,0,0,0,0,0
2026-08-15,fullsend,0,0,0,2,0
2026-08-15,.fullsend,0,0,0,0,0
2026-08-15,experiments,0,0,0,0,0
2026-08-15,metrics,0,0,0,0,0
2026-08-15,agents,0,0,0,0,0
2026-08-15,autonomy-readiness,0,0,0,0,0
2026-08-15,autonomy-analysis,0,0,0,0,0
2026-08-16,fullsend,0,0,0,0,0
2026-08-16,.fullsend,0,0,0,0,0
2026-08-16,experiments,0,0,0,0,0
2026-08-16,metrics,0,0,0,0,0
2026-08-16,agents,0,0,0,0,0
2026-08-16,autonomy-readiness,0,0,0,0,0
2026-08-16,autonomy-analysis,0,0,0,0,0
2026-08-17,fullsend,0,0,1,5,0
2026-08-17,.fullsend,0,0,0,0,0
2026-08-17,experiments,0,0,0,0,0
2026-08-17,metrics,0,0,0,0,0
2026-08-17,agents,0,0,0,1,0
2026-08-17,autonomy-readiness,0,0,0,0,0
2026-08-17,autonomy-analysis,0,0,0,0,0
2026-08-18,fullsend,3,0,3,1,0
2026-08-18,.fullsend,0,0,0,3,0
2026-08-18,experiments,0,0,0,1,0
2026-08-18,metrics,0,0,0,1,0
2026-08-18,agents,3,0,0,3,0
2026-08-18,autonomy-readiness,0,0,0,0,0
2026-08-18,autonomy-analysis,0,0,0,0,0
2026-08-19,fullsend,0,1,0,7,0
2026-08-19,.fullsend,0,0,0,3,0
2026-08-19,experiments,0,0,0,0,0
2026-08-19,metrics,0,0,0,0,0
2026-08-19,agents,0,0,0,3,0
2026-08-19,autonomy-readiness,0,0,0,0,0
2026-08-19,autonomy-analysis,0,0,0,0,0
2026-08-20,fullsend,1,1,1,2,0
2026-08-20,.fullsend,0,0,0,4,0
2026-08-20,experiments,0,0,0,0,0
2026-08-20,metrics,0,0,0,0,0
2026-08-20,agents,0,0,0,0,0
2026-08-20,autonomy-readiness,0,0,0,0,0
2026-08-20,autonomy-analysis,0,0,0,0,0
2026-08-21,fullsend,0,1,0,4,0
2026-08-21,.fullsend,0,0,0,0,0
2026-08-21,experiments,0,0,0,0,0
2026-08-21,metrics,0,0,0,0,0
2026-08-21,agents,0,0,0,2,0
2026-08-21,autonomy-readiness,0,0,0,0,0
2026-08-21,autonomy-analysis,0,0,0,0,0
2026-08-22,fullsend,0,0,0,2,0
2026-08-22,.fullsend,0,0,0,1,0
2026-08-22,experiments,0,0,0,2,0
2026-08-22,metrics,0,0,0,1,0
2026-08-22,agents,0,0,0,2,0
2026-08-22,autonomy-readiness,0,0,0,0,0
2026-08-22,autonomy-analysis,0,0,0,0,0
2026-08-23,fullsend,0,0,0,2,0
2026-08-23,.fullsend,0,0,0,0,0
2026-08-23,experiments,0,0,0,0,0
2026-08-23,metrics,0,0,0,0,0
2026-08-23,agents,0,0,0,1,0
2026-08-23,autonomy-readiness,0,0,0,0,0
2026-08-23,autonomy-analysis,0,0,0,0,0
2026-08-24,fullsend,0,0,0,2,0
2026-08-24,.fullsend,0,0,0,0,0
2026-08-24,experiments,0,0,0,0,0
2026-08-24,metrics,0,0,0,0,0
2026-08-24,agents,0,0,0,1,0
2026-08-24,autonomy-readiness,0,0,0,0,0
2026-08-24,autonomy-analysis,0,0,0,0,0
2026-08-24,pi-xai-vertex,0,0,0,2,0
2026-08-25,fullsend,3,0,0,4,3
2026-08-25,.fullsend,0,0,0,4,0
2026-08-25,experiments,0,0,0,0,0
2026-08-25,metrics,0,0,0,0,0
